episode,win_rate,epsilon,total_reward,enemy
601,0.0,0.096,1673.3403333333279,Nemesis
602,0.0,0.095808,1356.8219999999928,Gem3_Rs
603,0.0,0.095616384,283.64999999999935,Gem3_Rs
604,0.0,0.095425151232,324.80266666666677,Gem1_Rt
605,0.0,0.095234300929536,1012.5259999999963,Gem2_Ec
606,0.0,0.09504383232767692,1128.444000000003,Nemesis
607,14.285714285714285,0.09485374466302157,1071.985999999997,Claude 
608,12.5,0.09466403717369552,449.4599999999986,Gem1_Rt
609,11.11111111111111,0.09447470909934813,810.6490000000033,Nemesis
610,10.0,0.09428575968114944,437.167000000001,Gem1_Rt
611,9.090909090909092,0.09409718816178714,244.87899999999988,Gem3_Rs
612,8.333333333333332,0.09390899378546357,414.589999999999,Gem1_Rt
613,7.6923076923076925,0.09372117579789264,606.6496666666665,Gem1_Rt
614,7.142857142857142,0.09353373344629685,4250.8396666666695,Killer 
615,6.666666666666667,0.09334666597940426,185.38000000000025,Gem3_Rs
616,6.25,0.09315997264744545,545.8713333333346,Gem1_Rt
617,5.88235294117647,0.09297365270215056,2745.7703333333393,Nemesis
618,5.555555555555555,0.09278770539674626,302.7796666666658,Gem3_Rs
619,5.263157894736842,0.09260212998595277,609.6760000000011,Gem1_Rt
620,5.0,0.09241692572598087,4868.290000000004,Nemesis
621,9.523809523809524,0.09223209187452891,5789.465333333327,booon2
622,9.090909090909092,0.09204762769077986,364.1849999999995,Gem4_Th
623,8.695652173913043,0.0918635324353983,1533.510000000008,Nemesis
624,8.333333333333332,0.0916798053705275,657.7580000000003,Nemesis
625,8.0,0.09149644575978645,461.91666666666697,Gem1_Rt
626,11.538461538461538,0.09131345286826688,2935.2656666666794,Claude 
627,11.11111111111111,0.09113082596253035,384.5636666666671,Gem3_Rs
628,10.714285714285714,0.09094856431060529,978.4299999999977,Nemesis
629,10.344827586206897,0.09076666718198408,256.0816666666667,Gem3_Rs
630,10.0,0.09058513384762011,1160.7366666666687,Gem2_Ec
631,9.67741935483871,0.09040396357992488,855.0266666666657,Nemesis
632,9.375,0.09022315565276502,523.2729999999997,Gem1_Rt
633,9.090909090909092,0.0900427093414595,618.9499999999996,Gem1_Rt
634,8.823529411764707,0.08986262392277658,503.2700000000013,Gem2_Ec
635,8.571428571428571,0.08968289867493102,884.5226666666659,Gem2_Ec
636,8.333333333333332,0.08950353287758116,4429.116000000031,Killer 
637,8.108108108108109,0.089324525811826,4882.9826666666595,booon2
638,7.894736842105263,0.08914587676020234,1434.8303333333308,Nemesis
639,7.6923076923076925,0.08896758500668193,1164.1700000000064,Gem1_Rt
640,7.5,0.08878964983666857,621.7883333333328,Gem2_Ec
641,7.317073170731707,0.08861207053699523,330.11033333333313,Gem4_Th
642,7.142857142857142,0.08843484639592124,319.8500000000007,Gem3_Rs
643,6.976744186046512,0.08825797670312939,1098.7083333333321,Gem2_Ec
644,6.8181818181818175,0.08808146074972313,278.47000000000014,Gem4_Th
645,6.666666666666667,0.08790529782822369,201.35100000000037,Gem3_Rs
646,8.695652173913043,0.08772948723256724,5551.489999999975,booon2
647,8.51063829787234,0.0875540282581021,632.9599999999972,Gem1_Rt
648,10.416666666666668,0.0873789202015859,7292.141666666635,Nemesis
649,10.204081632653061,0.08720416236118272,211.9199999999999,Gem3_Rs
650,10.0,0.08702975403646036,3521.8333333333517,booon2
651,9.803921568627452,0.08685569452838744,1758.1240000000012,Gem2_Ec
652,9.615384615384617,0.08668198313933066,5579.878333333323,Killer 
653,9.433962264150944,0.086508619173052,489.1600000000002,Gem1_Rt
654,9.25925925925926,0.0863356019347059,4069.304999999967,Killer 
655,10.909090909090908,0.08616293073083649,6947.340000000136,Claude 
656,12.5,0.08599060486937482,762.2200000000016,Nemesis
657,12.280701754385964,0.08581862365963606,1968.0849999999984,Gem2_Ec
658,12.068965517241379,0.08564698641231679,169.95000000000016,Gem3_Rs
659,11.864406779661017,0.08547569243949216,313.41266666666746,Gem1_Rt
660,11.666666666666666,0.08530474105461318,363.11033333333296,Gem3_Rs
661,11.475409836065573,0.08513413157250395,1427.0760000000002,Nemesis
662,12.903225806451612,0.08496386330935894,4583.909999999944,booon2
663,12.698412698412698,0.08479393558274022,263.8399999999993,Gem4_Th
664,12.5,0.08462434771157473,527.760333333332,Gem1_Rt
665,13.846153846153847,0.08445509901615159,1853.2700000000025,Nemesis
666,13.636363636363635,0.08428618881811928,478.29999999999836,Gem1_Rt
667,13.432835820895523,0.08411761644048305,281.97866666666687,Gem3_Rs
668,13.23529411764706,0.08394938120760208,529.0500000000006,Gem2_Ec
669,13.043478260869565,0.08378148244518688,4997.600333333326,booon2
670,12.857142857142856,0.0836139194802965,213.58000000000004,Gem3_Rs
671,12.676056338028168,0.08344669164133592,473.7956666666666,Gem3_Rs
672,13.88888888888889,0.08327979825805325,683.2500000000006,Gem2_Ec
673,13.698630136986301,0.08311323866153714,465.1000000000002,Gem2_Ec
674,13.513513513513514,0.08294701218421406,5171.127333333292,Killer 
675,13.333333333333334,0.08278111815984564,4772.044666666729,Killer 
676,13.157894736842104,0.08261555592352594,257.70833333333326,Gem3_Rs
677,12.987012987012985,0.0824503248116789,878.3200000000276,Killer 
678,14.102564102564102,0.08228542416205553,6254.55933333339,booon2
679,13.924050632911392,0.08212085331373142,324.37233333333285,Gem1_Rt
680,13.750000000000002,0.08195661160710396,980.3499999999983,Gem1_Rt
681,13.580246913580247,0.08179269838388975,924.7489999999976,Gem2_Ec
682,13.414634146341465,0.08162911298712197,406.2930000000005,Gem3_Rs
683,13.253012048192772,0.08146585476114773,869.612666666666,Gem1_Rt
684,13.095238095238097,0.08130292305162544,286.0500000000004,Gem1_Rt
685,12.941176470588237,0.08114031720552219,656.194666666666,Gem1_Rt
686,12.790697674418606,0.08097803657111115,250.85000000000002,Gem3_Rs
687,13.793103448275861,0.08081608049796893,5806.857333333366,booon2
688,13.636363636363635,0.080654448336973,332.08000000000027,Gem1_Rt
689,13.48314606741573,0.08049313944029905,2847.479,Nemesis
690,13.333333333333334,0.08033215316141845,382.6300000000007,Gem1_Rt
691,13.186813186813188,0.08017148885509562,3371.6289999999963,Gem1_Rt
692,14.130434782608695,0.08001114587738543,1809.1036666666696,Claude 
693,15.053763440860216,0.07985112358563067,6759.9323333333,booon2
694,15.957446808510639,0.0796914213384594,4191.1799999999785,Claude 
695,15.789473684210526,0.07953203849578248,2005.9400000000019,Nemesis
696,15.625,0.07937297441879092,654.7846666666678,Gem2_Ec
697,15.463917525773196,0.07921422846995334,804.988999999999,Gem1_Rt
698,15.306122448979592,0.07905580001301343,313.1009999999996,Gem4_Th
699,16.161616161616163,0.0788976884129874,3797.348000000002,Claude 
700,16.0,0.07873989303616143,313.66000000000196,Gem1_Rt
701,17.0,0.0785824132500891,966.9116666666674,Claude 
702,17.0,0.07842524842358893,224.8400000000002,Gem1_Rt
703,17.0,0.07826839792674176,1033.2006666666664,Gem2_Ec
704,17.0,0.07811186113088828,824.6386666666657,Gem2_Ec
705,18.0,0.0779556374086265,2540.6500000000074,Nemesis
706,18.0,0.07779972613380925,3135.8960000000097,Gem2_Ec
707,17.0,0.07764412668154164,284.09000000000094,Gem4_Th
708,17.0,0.07748883842817855,2484.8883333333356,Gem2_Ec
709,18.0,0.07733386075132219,4256.697666666677,Claude 
710,19.0,0.07717919302981954,4860.039999999987,Nemesis
711,19.0,0.0770248346437599,282.5400000000002,Gem1_Rt
712,20.0,0.07687078497447239,2894.58466666665,Claude 
713,20.0,0.07671704340452344,195.09999999999977,Gem3_Rs
714,20.0,0.07656360931771439,8176.739333333303,booon2
715,20.0,0.07641048209907896,520.3540000000003,Gem4_Th
716,21.0,0.07625766113488079,509.38999999999794,Nemesis
